ens_id	chr	start	end	strand	cpg_den	cpg_sum
ENSMUSG00000029718	chr5	137606943	137611943	-	0.0214	107
ENSMUSG00000029720	chr5	137633537	137638537	+	0.0174	87
ENSMUSG00000029722	chr5	137665094	137670094	-	0.0122	61
ENSMUSG00000029723	chr5	137754590	137759590	+	0.0138	69
ENSMUSG00000029725	chr5	137776979	137781979	+	0.0338	169
ENSMUSG00000029726	chr5	137782280	137787280	-	0.0414	207
ENSMUSG00000029727	chr5	137904775	137909775	-	0.0058	29
ENSMUSG00000029729	chr5	138093953	138098953	+	0.0106	53
ENSMUSG00000029730	chr5	138166002	138171002	-	0.019	95
ENSMUSG00000029735	chr6	43503139	43508139	-	0.0036	18
ENSMUSG00000029736	chr6	43304114	43309114	-	0.0098	49
ENSMUSG00000029752	chr6	7681711	7686711	-	0.0122	61
ENSMUSG00000029754	chr6	6863451	6868451	+	0.0278	139
ENSMUSG00000029755	chr6	6877445	6882445	-	0.0412	206
ENSMUSG00000029757	chr6	5874339	5879339	+	0.008	40
ENSMUSG00000029759	chr6	5236069	5241069	-	0.0098	49
ENSMUSG00000029761	chr6	34684486	34689486	+	0.0128	64
ENSMUSG00000029762	chr6	34358791	34363791	+	0.0088	44
ENSMUSG00000029763	chr6	33609032	33614032	+	0.005	25
ENSMUSG00000029765	chr6	32363730	32368730	-	0.0096	48
ENSMUSG00000029766	chr6	32052083	32057083	+	0.0042	21
ENSMUSG00000029767	chr6	29360089	29365089	+	0.0094	47
ENSMUSG00000029769	chr6	29409151	29414151	+	0.0116	58
ENSMUSG00000029771	chr6	29531748	29536748	+	0.011	55
ENSMUSG00000029772	chr6	29837660	29842660	+	0.0066	33
ENSMUSG00000029775	chr6	30426023	30431023	+	0.0086	43
ENSMUSG00000029776	chr6	52590808	52595808	-	0.0064	32
ENSMUSG00000029777	chr6	55056253	55061253	+	0.0086	43
ENSMUSG00000029778	chr6	55474214	55479214	+	0.0112	56
ENSMUSG00000029780	chr6	56900666	56905666	-	0.0098	49
ENSMUSG00000029781	chr6	56853208	56858208	+	0.0074	37
ENSMUSG00000029782	chr6	30491918	30496918	-	0.0104	52
ENSMUSG00000029784	chr6	30512551	30517551	+	0.0078	39
ENSMUSG00000029787	chr6	56735905	56740905	+	0.0046	23
ENSMUSG00000029788	chr6	30618877	30623877	+	0.0134	67
ENSMUSG00000029790	chr6	30671103	30676103	-	0.012	60
ENSMUSG00000029797	chr6	48472239	48477239	+	0.0096	48
ENSMUSG00000029798	chr6	57620316	57625316	+	0.0054	27
ENSMUSG00000029802	chr6	58637599	58642599	+	0.0168	84
ENSMUSG00000029804	chr6	58873431	58878431	+	0.0094	47
ENSMUSG00000029810	chr6	48835157	48840157	-	0.0116	58
ENSMUSG00000029811	chr6	48888542	48893542	+	0.0058	29
ENSMUSG00000029813	chr6	48929291	48934291	+	0.0138	69
ENSMUSG00000029814	chr6	49147590	49152590	-	0.0092	46
ENSMUSG00000029815	chr6	49077773	49082773	+	0.0058	29
ENSMUSG00000029816	chr6	49051237	49056237	+	0.0098	49
ENSMUSG00000029817	chr6	49251478	49256478	-	0.0064	32
ENSMUSG00000029819	chr6	49823608	49828608	+	0.0086	43
ENSMUSG00000029821	chr6	50223875	50228875	-	0.0122	61
ENSMUSG00000029822	chr6	50372265	50377265	-	0.0096	48
ENSMUSG00000029823	chr6	38577902	38582902	+	0.0046	23
ENSMUSG00000029826	chr6	38327444	38332444	-	0.0116	58
ENSMUSG00000029828	chr6	50582467	50587467	-	0.011	55
ENSMUSG00000029829	chr6	38110032	38115032	+	0.0108	54
ENSMUSG00000029830	chr6	38012867	38017867	-	0.0094	47
ENSMUSG00000029831	chr6	50650055	50655055	-	0.0126	63
ENSMUSG00000029832	chr6	51443219	51448219	+	0.0086	43
ENSMUSG00000029833	chr6	37916053	37921053	+	0.0038	19
ENSMUSG00000029836	chr6	51474532	51479532	+	0.0084	42
ENSMUSG00000029838	chr6	36760074	36765074	-	0.004	20
ENSMUSG00000029840	chr6	35521897	35526897	-	0.003	15
ENSMUSG00000029843	chr6	35285544	35290544	-	0.0144	72
ENSMUSG00000029844	chr6	52154453	52159453	-	0.0276	138
ENSMUSG00000029847	chr6	34964341	34969341	-	0.0056	28
ENSMUSG00000029848	chr6	34927253	34932253	+	0.0122	61
ENSMUSG00000029851	chr6	42631635	42636635	-	0.0084	42
ENSMUSG00000029859	chr6	42363377	42368377	-	0.017	85
ENSMUSG00000029860	chr6	42352421	42357421	+	0.012	60
ENSMUSG00000029861	chr6	42317477	42322477	-	0.0112	56
ENSMUSG00000029862	chr6	42298720	42303720	+	0.0102	51
ENSMUSG00000029863	chr6	42271246	42276246	+	0.0052	26
ENSMUSG00000029864	chr6	42245691	42250691	+	0.0144	72
ENSMUSG00000029865	chr6	41951364	41956364	+	0.0048	24
ENSMUSG00000029866	chr6	41692834	41697834	-	0.006	30
ENSMUSG00000029867	chr6	41682574	41687574	+	0.005	25
ENSMUSG00000029868	chr6	41626014	41631014	-	0.0062	31
ENSMUSG00000029869	chr6	41610495	41615495	+	0.0104	52
ENSMUSG00000029875	chr15	98166470	98171470	+	0.0298	149
ENSMUSG00000029878	chr12	74296838	74301838	+	0.0094	47
ENSMUSG00000029882	chr6	41030388	41035388	-	0.006	30
ENSMUSG00000029883	chr6	40927997	40932997	-	0.0064	32
ENSMUSG00000029885	chr6	40880644	40885644	-	0.0066	33
ENSMUSG00000029909	chr6	40514666	40519666	-	0.004	20
ENSMUSG00000029910	chr6	66538805	66543805	+	0.0078	39
ENSMUSG00000029911	chr6	40475526	40480526	+	0.0072	36
ENSMUSG00000029913	chr6	65855499	65860499	+	0.008	40
ENSMUSG00000029915	chr6	40577857	40582857	-	0.0058	29
ENSMUSG00000029916	chr6	40358467	40363467	+	0.0046	23
ENSMUSG00000029917	chr6	65417127	65422127	+	0.0052	26
ENSMUSG00000029918	chr6	39803896	39808896	-	0.013	65
ENSMUSG00000029919	chr6	65128600	65133600	-	0.0118	59
ENSMUSG00000029920	chr6	65076822	65081822	+	0.0028	14
ENSMUSG00000029922	chr6	39406633	39411633	-	0.0106	53
ENSMUSG00000029923	chr6	39383277	39388277	+	0.011	55
ENSMUSG00000029924	chr6	39353724	39358724	-	0.0116	58
ENSMUSG00000029925	chr6	38977494	38982494	+	0.0104	52
ENSMUSG00000029992	chr6	87065021	87070021	+	0.0104	52
ENSMUSG00000029993	chr6	87016348	87021348	+	0.0134	67
ENSMUSG00000029994	chr6	86762712	86767712	-	0.0088	44
ENSMUSG00000029998	chr6	86389080	86394080	-	0.013	65
ENSMUSG00000029999	chr6	86232971	86237971	+	0.0104	52
ENSMUSG00000030000	chr6	86074045	86079045	+	0.0076	38
ENSMUSG00000030001	chr6	86016083	86021083	+	0.0174	87
ENSMUSG00000030002	chr6	85949467	85954467	-	0.0146	73
ENSMUSG00000030004	chr6	85828735	85833735	-	0.0088	44
ENSMUSG00000030007	chr6	85457494	85462494	+	0.0094	47
ENSMUSG00000030008	chr6	85446890	85451890	-	0.0292	146
ENSMUSG00000030016	chr6	83925829	83930829	+	0.0092	46
ENSMUSG00000030017	chr6	78465070	78470070	-	0.0048	24
ENSMUSG00000030019	chr6	119478649	119483649	+	0.058	290
ENSMUSG00000030020	chr6	92536031	92541031	-	0.0064	32
ENSMUSG00000030022	chr6	92855595	92860595	-	0.0144	72
ENSMUSG00000030029	chr6	94649843	94654843	-	0.0128	64
ENSMUSG00000030030	chr6	83157174	83162174	+	0.0204	102
ENSMUSG00000030031	chr6	95121015	95126015	+	0.0072	36
ENSMUSG00000030032	chr6	83150379	83155379	-	0.0162	81
ENSMUSG00000030034	chr6	83121098	83126098	-	0.032	160
ENSMUSG00000030035	chr6	83117801	83122801	-	0.0286	143
ENSMUSG00000030036	chr6	83114697	83119697	+	0.0348	174
ENSMUSG00000030037	chr6	83106989	83111989	+	0.0238	119
ENSMUSG00000030041	chr6	82986105	82991105	+	0.0076	38
ENSMUSG00000030042	chr6	82659678	82664678	-	0.0078	39
ENSMUSG00000030043	chr6	82478719	82483719	+	0.0066	33
ENSMUSG00000030045	chr6	81959404	81964404	-	0.0144	72
ENSMUSG00000030046	chr6	87430835	87435835	+	0.0122	61
ENSMUSG00000030047	chr6	87493402	87498402	-	0.0152	76
ENSMUSG00000030048	chr6	87383595	87388595	-	0.0162	81
ENSMUSG00000030049	chr6	87373927	87378927	+	0.0122	61
ENSMUSG00000030050	chr6	87345796	87350796	-	0.0118	59
ENSMUSG00000030051	chr6	87647808	87652808	-	0.0088	44
ENSMUSG00000030054	chr6	87776420	87781420	+	0.0108	54
ENSMUSG00000030055	chr6	87798008	87803008	-	0.0106	53
ENSMUSG00000030056	chr6	87824033	87829033	-	0.007	35
ENSMUSG00000030057	chr6	87844360	87849360	-	0.0072	36
ENSMUSG00000030058	chr6	87898204	87903204	+	0.01	50
ENSMUSG00000030059	chr6	97163559	97168559	-	0.0094	47
ENSMUSG00000030060	chr6	87922782	87927782	+	0.0052	26
ENSMUSG00000030061	chr6	97192158	97197158	-	0.0078	39
ENSMUSG00000030062	chr6	88092393	88097393	+	0.0106	53
ENSMUSG00000030064	chr6	97449704	97454704	-	0.0078	39
ENSMUSG00000030067	chr6	99221529	99226529	-	0.0058	29
ENSMUSG00000030068	chr6	99459640	99464640	-	0.0132	66
ENSMUSG00000030069	chr6	99716345	99721345	-	0.0114	57
ENSMUSG00000030074	chr6	100755323	100760323	+	0.0194	97
ENSMUSG00000030075	chr6	102365378	102370378	-	0.009	45
ENSMUSG00000030077	chr6	103627898	103632898	+	0.0028	14
ENSMUSG00000030079	chr6	88478990	88483990	+	0.0116	58
ENSMUSG00000030082	chr6	88508742	88513742	-	0.0094	47
ENSMUSG00000030083	chr6	88836449	88841449	-	0.016	80
ENSMUSG00000030084	chr6	89336967	89341967	-	0.0116	58
ENSMUSG00000030086	chr6	89486899	89491899	-	0.0054	27
ENSMUSG00000030087	chr6	90466407	90471407	+	0.012	60
ENSMUSG00000030088	chr6	90540815	90545815	+	0.0052	26
ENSMUSG00000030089	chr6	90623068	90628068	+	0.0148	74
ENSMUSG00000030091	chr6	91062448	91067448	-	0.0072	36
ENSMUSG00000030092	chr6	104675598	104680598	+	0.0056	28
ENSMUSG00000030093	chr6	91385172	91390172	-	0.0108	54
ENSMUSG00000030094	chr6	91500096	91505096	-	0.0116	58
ENSMUSG00000030095	chr6	91478583	91483583	+	0.0126	63
ENSMUSG00000030096	chr6	91719059	91724059	+	0.0132	66
ENSMUSG00000030098	chr6	91791879	91796879	-	0.0112	56
ENSMUSG00000030101	chr6	108143805	108148805	-	0.0092	46
ENSMUSG00000030102	chr6	108379602	108384602	+	0.0128	64
ENSMUSG00000030103	chr6	108661277	108666277	+	0.0194	97
ENSMUSG00000030104	chr6	108841498	108846498	+	0.0084	42
ENSMUSG00000030105	chr6	108801688	108806688	+	0.0086	43
ENSMUSG00000030107	chr6	121255911	121260911	+	0.012	60
ENSMUSG00000030108	chr6	121316480	121321480	+	0.0098	49
ENSMUSG00000030109	chr6	121351925	121356925	+	0.0112	56
ENSMUSG00000030110	chr6	118172231	118177231	-	0.0204	102
ENSMUSG00000030111	chr6	121654801	121659801	+	0.0094	47
ENSMUSG00000030114	chr6	122274239	122279239	-	0.0126	63
ENSMUSG00000030116	chr6	122515067	122520067	+	0.0062	31
ENSMUSG00000030117	chr6	122605245	122610245	-	0.0188	94
ENSMUSG00000030120	chr6	124931812	124936812	+	0.022	110
ENSMUSG00000030122	chr6	124914392	124919392	-	0.0446	223
ENSMUSG00000030123	chr6	115972408	115977408	-	0.0164	82
ENSMUSG00000030124	chr6	124905533	124910533	-	0.0178	89
ENSMUSG00000030125	chr6	124772295	124777295	-	0.0086	43
ENSMUSG00000030126	chr6	116103548	116108548	-	0.0112	56
ENSMUSG00000030127	chr6	124959475	124964475	-	0.0166	83
ENSMUSG00000030131	chr6	122043863	122048863	+	0.0066	33
ENSMUSG00000030134	chr6	118048992	118053992	+	0.0116	58
ENSMUSG00000030137	chr6	121216275	121221275	+	0.0118	59
ENSMUSG00000030138	chr6	118398927	118403927	-	0.007	35
ENSMUSG00000030142	chr6	123283329	123288329	-	0.005	25
ENSMUSG00000030143	chr6	132360087	132365087	-	0.0028	14
ENSMUSG00000030144	chr6	123266188	123271188	+	0.0046	23
ENSMUSG00000030145	chr6	118438923	118443923	-	0.0106	53
ENSMUSG00000030147	chr6	123058258	123063258	+	0.007	35
ENSMUSG00000030148	chr6	123122713	123127713	+	0.0034	17
ENSMUSG00000030149	chr6	129614593	129619593	-	0.0044	22
ENSMUSG00000030154	chr6	129049182	129054182	+	0.008	40
ENSMUSG00000030155	chr6	129093955	129098955	-	0.0026	13
ENSMUSG00000030156	chr6	129268880	129273880	-	0.0044	22
ENSMUSG00000030157	chr6	129181074	129186074	+	0.0046	23
ENSMUSG00000030158	chr6	129378194	129383194	-	0.0058	29
ENSMUSG00000030159	chr6	129400816	129405816	+	0.0096	48
ENSMUSG00000030160	chr6	129513391	129518391	+	0.0098	49
ENSMUSG00000030161	chr6	129535253	129540253	+	0.0108	54
ENSMUSG00000030162	chr6	129493704	129498704	-	0.0052	26
ENSMUSG00000030165	chr6	129592778	129597778	+	0.0072	36
ENSMUSG00000030166	chr6	119910263	119915263	+	0.0094	47
ENSMUSG00000030167	chr6	129669994	129674994	-	0.0052	26
ENSMUSG00000030168	chr6	119382927	119387927	-	0.0072	36
ENSMUSG00000030170	chr6	119485939	119490939	-	0.016	80
ENSMUSG00000030172	chr6	119706981	119711981	-	0.0044	22
ENSMUSG00000030173	chr6	129905823	129910823	-	0.0028	14
ENSMUSG00000030177	chr6	120341848	120346848	-	0.0086	43
ENSMUSG00000030180	chr6	120401849	120406849	+	0.0072	36
ENSMUSG00000030187	chr6	131230792	131235792	-	0.0052	26
ENSMUSG00000030188	chr6	131286316	131291316	-	0.0058	29
ENSMUSG00000030189	chr6	131374165	131379165	-	0.0138	69
ENSMUSG00000030194	chr6	132853396	132858396	+	0.0016	8
ENSMUSG00000030196	chr6	133034132	133039132	-	0.0034	17
ENSMUSG00000030199	chr6	134150429	134155429	+	0.0154	77
ENSMUSG00000030200	chr6	134415027	134420027	+	0.0112	56
ENSMUSG00000030201	chr6	134504220	134509220	-	0.0078	39
ENSMUSG00000030203	chr6	134751546	134756546	-	0.0082	41
ENSMUSG00000030204	chr6	135015194	135020194	+	0.0162	81
ENSMUSG00000030205	chr6	135109637	135114637	-	0.0096	48
ENSMUSG00000030206	chr6	135243338	135248338	-	0.013	65
ENSMUSG00000030207	chr6	135218966	135223966	+	0.009	45
ENSMUSG00000030208	chr6	135370359	135375359	+	0.011	55
ENSMUSG00000030209	chr6	135940872	135945872	-	0.01	50
ENSMUSG00000030213	chr6	136556014	136561014	+	0.014	70
ENSMUSG00000030214	chr6	136634499	136639499	-	0.0096	48
ENSMUSG00000030216	chr6	136818443	136823443	-	0.019	95
ENSMUSG00000030217	chr6	136850592	136855592	-	0.0098	49
ENSMUSG00000030218	chr6	136871629	136876629	-	0.018	90
ENSMUSG00000030219	chr6	136912245	136917245	-	0.0142	71
ENSMUSG00000030220	chr6	136930277	136935277	-	0.0152	76
ENSMUSG00000030222	chr6	137110161	137115161	-	0.0116	58
ENSMUSG00000030223	chr6	137355276	137360276	+	0.0158	79
ENSMUSG00000030224	chr6	137741005	137746005	+	0.0086	43
ENSMUSG00000030225	chr6	137803443	137808443	+	0.016	80
ENSMUSG00000030226	chr6	138469943	138474943	-	0.011	55
ENSMUSG00000030228	chr6	139775752	139780752	+	0.0116	58
ENSMUSG00000030230	chr6	140013065	140018065	-	0.01	50
ENSMUSG00000030231	chr6	140508082	140513082	+	0.0138	69
ENSMUSG00000030232	chr6	140648067	140653067	+	0.0098	49
ENSMUSG00000030235	chr6	141544772	141549772	+	0.0076	38
ENSMUSG00000030236	chr6	141655582	141660582	+	0.005	25
ENSMUSG00000030237	chr6	141828319	141833319	-	0.0054	27
ENSMUSG00000030243	chr6	142366214	142371214	-	0.0092	46
ENSMUSG00000030244	chr6	142445361	142450361	-	0.0112	56
ENSMUSG00000030245	chr6	142393039	142398039	+	0.0174	87
ENSMUSG00000030246	chr6	142496603	142501603	-	0.015	75
ENSMUSG00000030247	chr6	142565725	142570725	-	0.0194	97
ENSMUSG00000030249	chr6	142642588	142647588	-	0.0094	47
ENSMUSG00000030254	chr6	112655768	112660768	-	0.0086	43
ENSMUSG00000030255	chr6	145945932	145950932	+	0.0104	52
ENSMUSG00000030256	chr6	145859400	145864400	-	0.0374	187
ENSMUSG00000030257	chr6	112830118	112835118	-	0.0106	53
ENSMUSG00000030259	chr6	145781413	145786413	+	0.0048	24
ENSMUSG00000030263	chr6	145142793	145147793	+	0.0156	78
ENSMUSG00000030264	chr6	113054749	113059749	+	0.0054	27
ENSMUSG00000030265	chr6	145230969	145235969	-	0.006	30
ENSMUSG00000030268	chr6	145032509	145037509	-	0.0144	72
ENSMUSG00000030269	chr6	113257117	113262117	+	0.0104	52
ENSMUSG00000030270	chr6	113291467	113296467	+	0.0124	62
ENSMUSG00000030271	chr6	113328520	113333520	+	0.0098	49
ENSMUSG00000030272	chr6	113336554	113341554	-	0.0106	53
ENSMUSG00000030275	chr6	143197264	143202264	+	0.0134	67
ENSMUSG00000030276	chr6	113399423	113404423	+	0.0156	78
ENSMUSG00000030278	chr6	113427697	113432697	-	0.011	55
ENSMUSG00000030279	chr6	143053030	143058030	-	0.0134	67
ENSMUSG00000030281	chr6	113474783	113479783	+	0.0128	64
ENSMUSG00000030282	chr6	142763700	142768700	+	0.0146	73
ENSMUSG00000030283	chr6	142890498	142895498	-	0.013	65
ENSMUSG00000030284	chr6	113485820	113490820	+	0.0156	78
ENSMUSG00000030286	chr6	113520763	113525763	-	0.0106	53
ENSMUSG00000030287	chr6	146302761	146307761	-	0.0088	44
ENSMUSG00000030291	chr6	146644139	146649139	+	0.0088	44
ENSMUSG00000030292	chr6	146858255	146863255	+	0.0144	72
ENSMUSG00000030298	chr6	113731902	113736902	-	0.0094	47
ENSMUSG00000030301	chr6	147551720	147556720	+	0.0022	11
ENSMUSG00000030302	chr6	113890722	113895722	-	0.02	100
ENSMUSG00000030303	chr6	148112508	148117508	+	0.0064	32
ENSMUSG00000030304	chr6	148193226	148198226	-	0.0082	41
ENSMUSG00000030306	chr6	148335909	148340909	-	0.0044	22
ENSMUSG00000030307	chr6	114188096	114193096	+	0.0066	33
ENSMUSG00000030309	chr6	148866864	148871864	-	0.0064	32
ENSMUSG00000030310	chr6	114297583	114302583	+	0.0158	79
ENSMUSG00000030313	chr6	149042375	149047375	-	0.0062	31
ENSMUSG00000030314	chr6	114749355	114754355	+	0.008	40
ENSMUSG00000030315	chr6	114912811	114917811	-	0.0148	74
ENSMUSG00000030316	chr6	115018628	115023628	-	0.0136	68
ENSMUSG00000030317	chr6	115244548	115249548	-	0.0064	32
ENSMUSG00000030319	chr6	115787547	115792547	+	0.0178	89
ENSMUSG00000030321	chr6	115822070	115827070	-	0.0166	83
ENSMUSG00000030322	chr6	115844534	115849534	-	0.0104	52
ENSMUSG00000030323	chr6	115887584	115892584	+	0.0108	54
ENSMUSG00000030324	chr6	115933392	115938392	+	0.0152	76
ENSMUSG00000030325	chr6	128781350	128786350	-	0.0054	27
ENSMUSG00000030327	chr6	122879207	122884207	+	0.0138	69
ENSMUSG00000030329	chr6	124997395	125002395	+	0.0202	101
ENSMUSG00000030330	chr6	125042012	125047012	+	0.0124	62
ENSMUSG00000030335	chr6	125191535	125196535	+	0.0218	109
ENSMUSG00000030336	chr6	125232316	125237316	-	0.012	60
ENSMUSG00000030337	chr6	125228257	125233257	+	0.0128	64
ENSMUSG00000030339	chr6	125307728	125312728	-	0.0142	71
ENSMUSG00000030340	chr6	125330301	125335301	+	0.0198	99
ENSMUSG00000030341	chr6	125353423	125358423	+	0.0208	104
ENSMUSG00000030342	chr6	125475028	125480028	-	0.0142	71
ENSMUSG00000030344	chr6	126861203	126866203	+	0.0148	74
ENSMUSG00000030345	chr6	126896429	126901429	-	0.01	50
ENSMUSG00000030346	chr6	126928818	126933818	-	0.0106	53
ENSMUSG00000030347	chr6	126955464	126960464	+	0.0174	87
ENSMUSG00000030350	chr6	127726741	127731741	-	0.0098	49
ENSMUSG00000030351	chr6	127918283	127923283	+	0.0104	52
ENSMUSG00000030352	chr6	128049995	128054995	-	0.0132	66
ENSMUSG00000030353	chr6	128260055	128265055	-	0.0098	49
ENSMUSG00000030357	chr6	128431706	128436706	-	0.0232	116
ENSMUSG00000030359	chr6	128502643	128507643	-	0.0078	39
ENSMUSG00000030361	chr6	128613880	128618880	-	0.0116	58
ENSMUSG00000030364	chr6	128667379	128672379	+	0.0062	31
ENSMUSG00000030365	chr6	128890377	128895377	+	0.005	25
ENSMUSG00000030366	chr7	18069457	18074457	+	0.0034	17
ENSMUSG00000030368	chr7	17972840	17977840	+	0.0026	13
ENSMUSG00000030373	chr7	18424788	18429788	-	0.0066	33
ENSMUSG00000030374	chr7	16825910	16830910	+	0.0128	64
ENSMUSG00000030376	chr7	16142944	16147944	+	0.0226	113
ENSMUSG00000030378	chr7	14426227	14431227	-	0.003	15
ENSMUSG00000030380	chr7	13046033	13051033	-	0.007	35
ENSMUSG00000030382	chr7	12990769	12995769	-	0.0092	46
ENSMUSG00000030385	chr7	12531920	12536920	+	0.0122	61
ENSMUSG00000030386	chr7	12484764	12489764	+	0.004	20
ENSMUSG00000030393	chr7	10488811	10493811	-	0.0064	32
ENSMUSG00000030397	chr7	19439298	19444298	-	0.0136	68
ENSMUSG00000030399	chr7	19411308	19416308	+	0.0172	86
ENSMUSG00000030400	chr7	19386352	19391352	+	0.0236	118
ENSMUSG00000030401	chr7	19286892	19291892	+	0.0176	88
ENSMUSG00000030402	chr7	19275934	19280934	-	0.0304	152
ENSMUSG00000030403	chr7	19261873	19266873	-	0.0132	66
ENSMUSG00000030406	chr7	19158594	19163594	-	0.0224	112
ENSMUSG00000030407	chr7	19141996	19146996	-	0.0122	61
ENSMUSG00000030409	chr7	19086335	19091335	+	0.0178	89
ENSMUSG00000030410	chr7	19077001	19082001	+	0.0194	97
ENSMUSG00000030411	chr7	18943103	18948103	+	0.009	45
ENSMUSG00000030413	chr7	18878395	18883395	+	0.0096	48
ENSMUSG00000030417	chr7	35642251	35647251	-	0.022	110
ENSMUSG00000030421	chr7	37989271	37994271	-	0.0054	27
ENSMUSG00000030423	chr7	38264209	38269209	-	0.011	55
ENSMUSG00000030427	chr7	3909391	3914391	-	0.0054	27
ENSMUSG00000030428	chr7	4125558	4130558	+	0.0114	57
ENSMUSG00000030431	chr7	4784606	4789606	-	0.0276	138
ENSMUSG00000030432	chr7	4791470	4796470	+	0.0264	132
ENSMUSG00000030433	chr7	4949959	4954959	-	0.0132	66
ENSMUSG00000030435	chr7	5068540	5073540	+	0.0098	49
ENSMUSG00000030443	chr7	6320972	6325972	-	0.0094	47
ENSMUSG00000030446	chr13	67817871	67822871	+	0.007	35
ENSMUSG00000030447	chr7	55884673	55889673	+	0.0096	48
ENSMUSG00000030450	chr7	56385639	56390639	+	0.0072	36
ENSMUSG00000030451	chr7	56138498	56143498	+	0.005	25
ENSMUSG00000030452	chr7	55944381	55949381	-	0.0218	109
ENSMUSG00000030463	chr7	42444291	42449291	-	0.0072	36
ENSMUSG00000030465	chr8	67948054	67953054	-	0.0084	42
ENSMUSG00000030468	chr7	43410781	43415781	+	0.0116	58
ENSMUSG00000030469	chr7	43583922	43588922	+	0.0084	42
ENSMUSG00000030470	chr7	48836715	48841715	-	0.0078	39
ENSMUSG00000030471	chr7	48805721	48810721	+	0.005	25
ENSMUSG00000030472	chr7	43639501	43644501	+	0.012	60
ENSMUSG00000030474	chr7	43653115	43658115	-	0.011	55
ENSMUSG00000030483	chr7	25909622	25914622	+	0.0086	43
ENSMUSG00000030484	chr7	24349652	24354652	+	0.0158	79
ENSMUSG00000030486	chr7	24256119	24261119	+	0.0118	59
ENSMUSG00000030491	chr7	35500921	35505921	-	0.0096	48
ENSMUSG00000030492	chr7	35454916	35459916	+	0.0106	53
ENSMUSG00000030493	chr7	35391994	35396994	-	0.0212	106
ENSMUSG00000030494	chr7	35360729	35365729	+	0.014	70
ENSMUSG00000030495	chr7	35191249	35196249	+	0.0158	79
ENSMUSG00000030498	chr7	51925995	51930995	+	0.0062	31
ENSMUSG00000030499	chr7	34645373	34650373	-	0.0182	91
ENSMUSG00000030500	chr7	51644062	51649062	+	0.0046	23
ENSMUSG00000030505	chr7	49815805	49820805	+	0.0054	27
ENSMUSG00000030507	chr7	49631674	49636674	-	0.04	200
ENSMUSG00000030509	chr7	66664580	66669580	-	0.008	40
ENSMUSG00000030510	chr7	66781097	66786097	+	0.0064	32
ENSMUSG00000030512	chr7	66064295	66069295	+	0.0072	36
ENSMUSG00000030513	chr7	65953560	65958560	+	0.0108	54
ENSMUSG00000030515	chr7	65665994	65670994	+	0.0078	39
ENSMUSG00000030516	chr7	65409473	65414473	-	0.0114	57
ENSMUSG00000030518	chr7	64953830	64958830	-	0.01	50
ENSMUSG00000030519	chr7	64625292	64630292	+	0.009	45
ENSMUSG00000030521	chr7	64381897	64386897	-	0.009	45
ENSMUSG00000030522	chr7	64311729	64316729	+	0.0102	51
ENSMUSG00000030523	chr7	64209305	64214305	+	0.0106	53
ENSMUSG00000030525	chr7	63153130	63158130	-	0.0054	27
ENSMUSG00000030527	chr7	80635252	80640252	-	0.0156	78
ENSMUSG00000030528	chr7	80492426	80497426	-	0.009	45
ENSMUSG00000030530	chr7	80394510	80399510	-	0.0138	69
ENSMUSG00000030532	chr7	80344325	80349325	+	0.0124	62
ENSMUSG00000030533	chr7	80330648	80335648	-	0.0192	96
ENSMUSG00000030534	chr7	80278201	80283201	+	0.0074	37
